0	15	15	0	0	0	-1	
1	16.08	16.87	0	0	0	-1	
2	17.16	15	0	0.805	0	-1	
3	13.92	16.87	0	0	0	-1	
4	16.08	13.13	0	0.805	0	-1	
5	12.84	15	0	0	0	-1	
6	18.24	16.87	0	0.805	0	-1	
7	15	18.74	0	0	0	-1	
8	13.92	13.13	0	0	0	-1	
9	17.16	18.74	0	0	0	-1	
10	18.24	13.13	0	0.805	0	-1	
11	19.32	15	0	0.805	0	-1	
12	11.76	16.87	0	0	0	-1	
13	12.84	18.74	0	0	0	-1	
14	15	11.26	0	0.805	0	-1	
15	11.76	13.13	0	0	0	-1	
16	19.32	18.74	0	0	0	-1	
17	16.08	20.61	0	0	0	-1	
18	17.16	11.26	0	0.805	0	-1	
19	20.39	16.87	0	0.805	0	-1	
20	10.68	15	0	0	0	-1	
21	13.92	20.61	0	0	0	-1	
22	12.84	11.26	0	0	0	-1	
23	18.24	20.61	0	0	0	-1	
24	20.39	13.13	0	0.805	0	-1	
25	10.68	18.74	0	0	0	-1	
26	19.32	11.26	0	0.805	0	-1	
27	21.47	15	0	0.805	0	-1	
28	9.61	16.87	0	0	0	-1	
29	11.76	20.61	0	0	0	-1	
30	16.08	9.39	0	0.805	0	-1	
31	9.61	13.13	0	0	0	-1	
32	21.47	18.74	0	0.805	0	-1	
33	15	22.48	0	0	0	-1	
34	13.92	9.39	0	0.805	0	-1	
35	10.68	11.26	0	0	0	-1	
36	20.39	20.61	0	0	0	-1	
0	14.9856	14.6685	2.25412	0	0	-1	
1	16.136	16.5049	1.884	0	0	-1	
2	17.1649	14.5948	5.87788	0	0	-1	
3	13.9813	16.5646	5.03387	0.805	0	-1	
4	16.0302	12.7799	0.00682758	0	0	-1	
5	12.8271	14.7458	1.82157	0	0	-1	
6	18.2949	16.4419	5.79891	0	0	-1	
7	15.1149	18.4262	1.69945	0	0	-1	
8	13.8387	12.8417	4.76996	0.805	0	-1	
9	17.2476	18.3618	1.08539	0	0	-1	
10	18.1819	12.668	5.42098	0	0	-1	
11	19.3273	14.5249	0.0829685	0	0	-1	
12	11.848	16.6692	0.305398	0	0	-1	
13	12.9848	18.4983	2.51354	0	0	-1	
14	14.8199	10.9235	2.9795	0.805	0	-1	
15	11.6633	12.9341	5.51087	0	0	-1	
16	19.3979	18.3245	4.75612	0.805	0	-1	
17	16.2583	20.2569	0.536328	0	0	-1	
18	17.9133	9.53735	3.60617	0.805	0	-1	
19	20.4528	16.3784	5.52276	0	0	-1	
20	10.687	14.8449	0.189446	0	0	-1	
21	14.091	20.3289	0.655754	0	0	-1	
22	12.6786	11.0297	1.45126	0	0	-1	
23	18.3855	20.1919	0.0354836	0	0	-1	
24	20.3368	12.6214	5.2533	0	0	-1	
25	10.7909	18.594	4.92743	0.805	0	-1	
26	19.845	10.5143	1.26002	0	0	-1	
27	21.4684	14.4504	5.92464	0	0	-1	
28	9.68447	16.7263	4.95417	0.805	0	-1	
29	11.9476	20.3968	4.61465	0.805	0	-1	
30	15.8119	9.0168	4.98443	0	0	-1	
31	9.52169	13.0417	5.46773	0	0	-1	
32	21.5554	18.3077	0.964037	0	0	-1	
33	15.3798	22.2119	4.72635	0.805	0	-1	
34	13.6632	9.09514	6.15911	0	0	-1	
35	10.5283	11.1212	0.506016	0	0	-1	
36	20.5437	20.1919	0.84785	0	0	-1	
0	14.6455	13.4611	0.899848	0	0	-1	
1	15.6867	15.3361	2.13717	0	0	-1	
2	16.8485	13.494	0.913432	0	0	-1	
3	13.5305	15.3073	0.0687326	0	0	-1	
4	15.7402	11.5978	5.03513	0.805	0	-1	
5	12.4538	13.4472	1.76336	0	0	-1	
