0	0	0	0	0	0	-1	
1	1.08	1.87	0	0	0	-1	
2	2.16	0	0	0.805	0	-1	
3	-1.08	1.87	0	0	0	-1	
4	1.08	-1.87	0	0.805	0	-1	
5	-2.16	0	0	0	0	-1	
6	3.24	1.87	0	0.805	0	-1	
7	0	3.74	0	0	0	-1	
8	-1.08	-1.87	0	0	0	-1	
9	2.16	3.74	0	0	0	-1	
10	3.24	-1.87	0	0.805	0	-1	
11	4.32	0	0	0.805	0	-1	
12	-3.24	1.87	0	0	0	-1	
13	-2.16	3.74	0	0	0	-1	
14	0	-3.74	0	0.805	0	-1	
15	-3.24	-1.87	0	0	0	-1	
16	4.32	3.74	0	0	0	-1	
17	1.08	5.61	0	0	0	-1	
18	2.16	-3.74	0	0.805	0	-1	
19	5.39	1.87	0	0.805	0	-1	
20	-4.32	0	0	0	0	-1	
21	-1.08	5.61	0	0	0	-1	
22	-2.16	-3.74	0	0	0	-1	
23	3.24	5.61	0	0	0	-1	
24	5.39	-1.87	0	0.805	0	-1	
25	-4.32	3.74	0	0	0	-1	
26	4.32	-3.74	0	0.805	0	-1	
27	6.47	0	0	0.805	0	-1	
28	-5.39	1.87	0	0	0	-1	
29	-3.24	5.61	0	0	0	-1	
30	1.08	-5.61	0	0.805	0	-1	
31	-5.39	-1.87	0	0	0	-1	
32	6.47	3.74	0	0.805	0	-1	
33	0	7.48	0	0	0	-1	
34	-1.08	-5.61	0	0.805	0	-1	
35	-4.32	-3.74	0	0	0	-1	
36	5.39	5.61	0	0	0	-1	
37	2.16	7.48	0	0	0	-1	
38	3.24	-5.61	0	0.805	0	-1	
39	7.55	1.87	0	0.805	0	-1	
40	-6.47	0	0	0	0	-1	
41	-2.16	7.48	0	0	0	-1	
42	6.47	-3.74	0	0.805	0	-1	
43	-3.24	-5.61	0	0	0	-1	
44	7.55	-1.87	0	0.805	0	-1	
45	4.32	7.48	0	0	0	-1	
46	-6.47	3.74	0	0	0	-1	
47	-5.39	5.61	0	0	0	-1	
48	5.39	-5.61	0	0.805	0	-1	
49	8.63	0	0	0.805	0	-1	
50	-7.55	1.87	0	0	0	-1	
51	-4.32	7.48	0	0	0	-1	
52	0	-7.48	0	0.805	0	-1	
53	-6.47	-3.74	0	0	0	-1	
54	7.55	5.61	0	0	0	-1	
55	1.08	9.34	0	0	0	-1	
56	2.16	-7.48	0	0.805	0	-1	
57	-7.55	-1.87	0	0	0	-1	
58	8.63	3.74	0	0.805	0	-1	
59	-1.08	9.34	0	0	0	-1	
60	-2.16	-7.48	0	0.805	0	-1	
61	-5.39	-5.61	0	0	0	-1	
62	6.47	7.48	0	0	0	-1	
63	3.24	9.34	0	0	0	-1	
64	4.32	-7.48	0	0.805	0	-1	
65	9.71	1.87	0	0.805	0	-1	
66	-8.63	0	0	0	0	-1	
67	-3.24	9.34	0	0	0	-1	
68	8.63	-3.74	0	0.805	0	-1	
69	-7.55	5.61	0	0	0	-1	
70	7.55	-5.61	0	0.805	0	-1	
71	9.71	-1.87	0	0.805	0	-1	
72	-8.63	3.74	0	0	0	-1	
73	-6.47	7.48	0	0	0	-1	
74	-4.32	-7.48	0	0	0	-1	
75	5.39	9.34	0	0	0	-1	
76	6.47	-7.48	0	0.805	0	-1	
77	1.08	-9.34	0	0.805	0	-1	
78	-8.63	-3.74	0	0	0	-1	
79	9.71	5.61	0	0.805	0	-1	
80	-9.71	1.87	0	0	0	-1	
81	-5.39	9.34	0	0	0	-1	
82	-1.08	-9.34	0	0.805	0	-1	
83	-7.55	-5.61	0	0	0	-1	
84	8.63	7.48	0	0	0	-1	
85	3.24	-9.34	0	0.805	0	-1	
86	-9.71	-1.87	0	0	0	-1	
87	-3.24	-9.34	0	0.805	0	-1	
88	-6.47	-7.48	0	0	0	-1	
89	7.55	9.34	0	0	0	-1	
90	9.71	-5.61	0	0.805	0	-1	
91	-9.71	5.61	0	0	0	-1	
92	-8.63	7.48	0	0	0	-1	
93	5.39	-9.34	0	0.805	0	-1	
94	8.63	-7.48	0	0.805	0	-1	
95	-7.55	9.34	0	0	0	-1	
96	-5.39	-9.34	0	0	0	-1	
97	-9.71	-5.61	0	0	0	-1	
98	7.55	-9.34	0	0.805	0	-1	
99	-8.63	-7.48	0	0	0	-1	
100	-7.55	-9.34	0	0	0	-1	
0	0.0281535	-0.0199909	1.22843	0	0	-1	
1	1.10903	1.86088	4.05603	0.317221	0	-1	
2	2.20043	0.0227324	5.10343	0	0	-1	
3	-1.06873	1.90505	2.51979	0	0	-1	
4	1.09748	-1.88203	0.350383	0	0	-1	
5	-2.13508	0.00434778	0.366292	0	0	-1	
6	3.25382	1.89306	0.101861	0	0	-1	
7	0.0389146	3.76004	1.85167	0.107464	0	-1	
8	-1.07538	-1.87542	5.15083	0	0	-1	
9	2.17599	3.76078	2.31902	0	0	-1	
10	3.28562	-1.83881	4.88797	0	0	-1	
11	4.35971	0.0127669	0.417654	0	0	-1	
12	-3.22234	1.8965	5.6549	0	0	-1	
13	-2.12218	3.76045	0.297062	0	0	-1	
14	-0.0193276	-3.72436	3.46286	0.423497	0	-1	
15	-3.22258	-1.87008	5.3843	0	0	-1	
16	4.35191	3.73267	6.00142	0.487449	0	-1	
17	1.08792	5.64638	0.351504	0	0	-1	
18	2.22104	-3.71512	5.75538	0	0	-1	
19	5.41041	1.87391	3.96464	0.781741	0	-1	
20	-4.28968	-0.000339949	3.82397	0.443552	0	-1	
21	-1.06804	5.63234	6.087	0	0	-1	
22	-2.15375	-3.73641	5.11058	0	0	-1	
23	3.2582	5.61403	2.13354	0	0	-1	
24	5.46254	-1.86596	4.96779	0	0	-1	
25	-4.26597	3.75483	5.77031	0	0	-1	
26	4.35709	-3.71096	4.67855	0	0	-1	
27	6.50095	0.0323572	6.26144	0	0	-1	
28	-5.34479	1.85875	0.779719	0	0	-1	
29	-3.2082	5.63692	1.78776	0	0	-1	
30	1.0673	-5.59588	5.46193	0	0	-1	
31	-5.38661	-1.89721	0.652869	0	0	-1	
32	6.4841	3.74936	0.908813	0	0	-1	
33	0.0458112	7.53034	5.83803	0	0	-1	
34	-1.07367	-5.6247	0.734168	0	0	-1	
35	-4.31682	-3.75083	1.44858	0.28096	0	-1	
36	5.42827	5.63734	3.95426	0.205855	0	-1	
37	2.19252	7.48245	4.7174	0.805	0	-1	
38	3.25089	-5.59586	5.26933	0	0	-1	
39	7.571	1.87277	0.030203	0	0	-1	
40	-6.44857	0.0177983	5.05956	0	0	-1	
41	-2.13037	7.51617	0.690164	0	0	-1	
42	6.53609	-3.72408	1.39694	0	0	-1	
43	-3.22409	-5.60275	2.94656	0	0	-1	
44	7.60489	-1.84434	1.1981	0	0	-1	
45	4.34638	7.51913	5.18833	0	0	-1	
46	-6.45325	3.76123	5.94891	0	0	-1	
47	-5.37792	5.62168	0.456093	0	0	-1	
48	5.4262	-5.56229	0.449426	0	0	-1	
49	8.70606	0.00715788	0.231718	0	0	-1	
